accuracy,precision,recall,f1,pr_auc,confusion_matrix,roc_auc,method,seed,epochs
0.9534783853421128,0.8051282051282052,0.6906158357771262,0.7434885556432518,0.7968536273872268,"[[6190, 114], [211, 471]]",0.9537299782663708,centralized_gcn,42,100
